ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1977	"ENSG00000122884.12"	"P4HA1"	chr10	-	73043886	73043957	73044980	73045051	73030266	73030370	73046924	73047101
1978	"ENSG00000122882.10"	"ECD"	chr10	-	73152292	73152421	73154255	73154448	73148275	73148404	73156274	73156453
1979	"ENSG00000153093.18"	"ACOXL"	chr2	+	111031626	111031714	111049217	111049288	110995892	110996004	111092864	111092966
1980	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20982387	20982408	20997600	20997633	20981047	20981227	21002712	21002808
1981	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20982387	20982408	21001198	21001312	20981047	20981227	21002712	21002808
1982	"ENSG00000075151.20"	"EIF4G3"	chr1	-	20997600	20997633	21001198	21001312	20981047	20981227	21002712	21002808
1983	"ENSG00000148660.20"	"CAMK2G"	chr10	-	73825278	73825347	73828088	73828121	73824039	73824084	73837467	73837511
1984	"ENSG00000148660.20"	"CAMK2G"	chr10	-	73825320	73825347	73828088	73828121	73824039	73824084	73837467	73837511
1985	"ENSG00000237187.8"	"RP11-65F13.2"	chr5	-	93496056	93496103	93544794	93544915	93438702	93438741	93553760	93553863
1986	"ENSG00000076513.16"	"ANKRD13A"	chr12	+	110021107	110021301	110024045	110024112	110019138	110019328	110025741	110025823
1987	"ENSG00000138326.19"	"RPS24"	chr10	+	78037438	78037441	78037964	78037982	78037193	78037304	78040203	78040225
1988	"ENSG00000138326.19"	"RPS24"	chr10	+	78037438	78037441	78037964	78037993	78037193	78037304	78040203	78040225
1989	"ENSG00000225484.6"	"RP11-773D16.1"	chr10	-	79806038	79806122	79808758	79808832	79804484	79804527	79814612	79814716
1990	"ENSG00000174842.16"	"GLMN"	chr1	-	92266418	92266492	92266539	92266593	92263622	92263732	92266699	92266741
1991	"ENSG00000123191.14"	"ATP7B"	chr13	-	51944108	51944291	51946283	51946478	51942385	51942554	51949661	51949796
1992	"ENSG00000123191.14"	"ATP7B"	chr13	-	51946283	51946478	51949661	51949796	51944108	51944291	51950006	51950161
1993	"ENSG00000123191.14"	"ATP7B"	chr13	-	51958310	51958544	51960147	51960322	51957515	51957607	51961836	51961913
1994	"ENSG00000198836.9"	"OPA1"	chr3	+	193617177	193617285	193617783	193617837	193615673	193615770	193618868	193618936
1995	"ENSG00000198836.9"	"OPA1"	chr3	+	193626091	193626202	193628508	193628616	193618868	193618936	193631611	193631665
1996	"ENSG00000198836.9"	"OPA1"	chr3	+	193668314	193668484	193689068	193689170	193667169	193667280	193692062	193692132
1997	"ENSG00000026103.21"	"FAS"	chr10	+	89010752	89010815	89011998	89012081	89010538	89010600	89013342	89013367
1998	"ENSG00000095637.21"	"SORBS1"	chr10	-	95322745	95322805	95336520	95336805	95321962	95322021	95339132	95339327
1999	"ENSG00000095637.21"	"SORBS1"	chr10	-	95322745	95322805	95336520	95337294	95321962	95322021	95339132	95339327
2000	"ENSG00000095637.21"	"SORBS1"	chr10	-	95371325	95371427	95371983	95372049	95367649	95367699	95375972	95376056
2001	"ENSG00000095637.21"	"SORBS1"	chr10	-	95386990	95387119	95394610	95394673	95384237	95384285	95395000	95395075
2002	"ENSG00000188649.13"	"CC2D2B"	chr10	+	96009824	96009923	96012184	96012367	96004151	96004248	96012531	96012729
2003	"ENSG00000197430.10"	"OPALIN"	chr10	-	96351377	96351410	96355254	96355290	96349706	96349826	96358893	96359365
2004	"ENSG00000149179.13"	"C11orf49"	chr11	+	46991542	46991647	47004364	47004456	46987207	46987310	47052387	47052518
2005	"ENSG00000149179.13"	"C11orf49"	chr11	+	46991542	46991647	47023338	47023394	46987207	46987310	47052387	47052518
2006	"ENSG00000149179.13"	"C11orf49"	chr11	+	47004364	47004456	47023338	47023394	46987207	46987310	47052387	47052518
2007	"ENSG00000095485.17"	"CWF19L1"	chr10	-	100250109	100250178	100250247	100250332	100246794	100246935	100253420	100253539
2008	"ENSG00000150722.10"	"PPP1R1C"	chr2	+	181987838	181987899	182023821	182023913	181975218	181975264	182061441	182061479
2009	"ENSG00000092020.10"	"PPP2R3C"	chr14	-	35109818	35109847	35109847	35109931	35108138	35108236	35110524	35110629
2010	"ENSG00000156398.12"	"SFXN2"	chr10	+	102715222	102715328	102716233	102716329	102714635	102714681	102726611	102726797
2011	"ENSG00000156398.12"	"SFXN2"	chr10	+	102715222	102715328	102724935	102724996	102714635	102714681	102726611	102726797
2012	"ENSG00000156398.12"	"SFXN2"	chr10	+	102716233	102716329	102724935	102724996	102714635	102714681	102726611	102726797
2013	"ENSG00000076685.18"	"NT5C2"	chr10	-	103106588	103106706	103111744	103111805	103105705	103105801	103139405	103139479
2014	"ENSG00000127922.9"	"SEM1"	chr7	-	96558116	96558256	96656456	96656585	96506622	96506698	96694797	96694891
2015	"ENSG00000229981.7"	"RP11-215N21.1"	chr10	-	107854434	107854483	107901008	107901087	107760822	107760875	108040360	108040498
2016	"ENSG00000229981.7"	"RP11-215N21.1"	chr10	-	108053430	108053489	108058845	108058917	108043177	108043324	108070456	108070626
2017	"ENSG00000108039.17"	"XPNPEP1"	chr10	-	109893011	109893075	109907690	109907815	109891721	109891826	109915010	109915099
2018	"ENSG00000121578.12"	"B4GALT4"	chr3	-	119229846	119230244	119235144	119235227	119226808	119227041	119236852	119237070
2019	"ENSG00000266200.6"	"PNLIPRP2"	chr10	+	116637127	116637132	116638368	116638370	116636784	116636914	116638373	116638480
2020	"ENSG00000122958.14"	"VPS26A"	chr10	+	69157006	69157163	69158046	69158211	69132897	69133047	69162405	69162512
2021	"ENSG00000111711.9"	"GOLT1B"	chr12	+	21507116	21507151	21507943	21508109	21506884	21506976	21508382	21508561
2022	"ENSG00000110906.12"	"KCTD10"	chr12	-	109457991	109458078	109460635	109460805	109457629	109457682	109469514	109469728
2023	"ENSG00000137814.10"	"HAUS2"	chr15	+	42559338	42559408	42560781	42560870	42558197	42558290	42561269	42561402
2024	"ENSG00000137814.10"	"HAUS2"	chr15	+	42559338	42559408	42561269	42561402	42558197	42558290	42563748	42563857
2025	"ENSG00000066468.22"	"FGFR2"	chr10	-	121515116	121515319	121519978	121520169	121503789	121503941	121538591	121538715
2026	"ENSG00000066468.22"	"FGFR2"	chr10	-	121517318	121517463	121518681	121518829	121515116	121515319	121519978	121520169
2027	"ENSG00000066468.22"	"FGFR2"	chr10	-	121517466	121517472	121518681	121518829	121517318	121517463	121519978	121520169
2028	"ENSG00000187908.17"	"DMBT1"	chr10	+	122603099	122603129	122607158	122607188	122601796	122602120	122609108	122609141
2029	"ENSG00000255624.3"	"RP11-564D11.3"	chr10	+	122883724	122883931	122884716	122884852	122881597	122881667	122888268	122888723
2030	"ENSG00000223528.7"	"RP11-223P11.3"	chr10	-	127016497	127016581	127018587	127018657	127015922	127016097	127026271	127026423
2031	"ENSG00000183091.19"	"NEB"	chr2	-	151506908	151507013	151508004	151508109	151506165	151506258	151512732	151512837
2032	"ENSG00000183091.19"	"NEB"	chr2	-	151533441	151533546	151534214	151534319	151531791	151531896	151535690	151535795
2033	"ENSG00000185187.12"	"SIGIRR"	chr11	-	408072	408206	408694	408893	407816	407957	409867	410027
2034	"ENSG00000185187.12"	"SIGIRR"	chr11	-	408694	408893	408893	409101	408072	408206	409867	410027
2035	"ENSG00000100591.7"	"AHSA1"	chr14	+	77462641	77462759	77468082	77468184	77462159	77462242	77469076	77469470
2036	"ENSG00000130595.18"	"TNNT3"	chr11	+	1923554	1923572	1925098	1925116	1923047	1923061	1929809	1929828
2037	"ENSG00000130595.18"	"TNNT3"	chr11	+	1936213	1936254	1936962	1937003	1934828	1934919	1938437	1938492
2038	"ENSG00000283761.1"	"RP4-714D9.5"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004
2039	"ENSG00000005801.16"	"ZNF195"	chr11	-	3361975	3362032	3362545	3362602	3361742	3361889	3370974	3371070
2040	"ENSG00000148985.19"	"PGAP2"	chr11	+	3811249	3811424	3823612	3823740	3808293	3808315	3823882	3824135
2041	"ENSG00000148985.19"	"PGAP2"	chr11	+	3811249	3811424	3823882	3824135	3808293	3808315	3824269	3824364
2042	"ENSG00000148985.19"	"PGAP2"	chr11	+	3817352	3817535	3822908	3822993	3811249	3811424	3823882	3824135
2043	"ENSG00000132256.18"	"TRIM5"	chr11	-	5665980	5666081	5667688	5667711	5665655	5665682	5678203	5678434
2044	"ENSG00000133794.17"	"ARNTL"	chr11	+	13326412	13326467	13349944	13350070	13309986	13310059	13354300	13354448
2045	"ENSG00000196704.11"	"AMZ2"	chr17	+	68250017	68250128	68250187	68250470	68249010	68249096	68250793	68250967
2046	"ENSG00000196704.11"	"AMZ2"	chr17	+	68250017	68250128	68250359	68250470	68249010	68249096	68250793	68250967
2047	"ENSG00000110756.17"	"HPS5"	chr11	-	18291441	18292019	18292898	18292976	18287892	18288013	18295019	18295169
2048	"ENSG00000134333.13"	"LDHA"	chr11	+	18399430	18399548	18400836	18401010	18396818	18396968	18402839	18403013
2049	"ENSG00000165973.18"	"NELL1"	chr11	+	21534373	21534514	21560188	21560382	21370852	21370948	21570763	21570940
2050	"ENSG00000254456.5"	"RP11-405K6.1"	chr11	+	25740475	25740560	25770470	25770568	25734769	25734869	25777693	25777791
2051	"ENSG00000257062.6"	"RP11-125O5.2"	chr12	+	21089907	21089929	21119603	21119627	21076451	21076569	21126107	21126257
2052	"ENSG00000110436.12"	"SLC1A2"	chr11	-	35292286	35292520	35301518	35301645	35286815	35286951	35306073	35306242
2053	"ENSG00000166199.12"	"ALKBH3"	chr11	+	43892040	43892129	43897194	43897354	43889724	43889828	43901515	43901725
2054	"ENSG00000140262.17"	"TCF12"	chr15	+	57063749	57063823	57072652	57072714	56921025	56921098	57091788	57091891
2055	"ENSG00000110497.14"	"AMBRA1"	chr11	-	46508190	46508370	46512726	46512813	46494123	46494204	46541944	46543398
2056	"ENSG00000182670.13"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745
2057	"ENSG00000131018.22"	"SYNE1"	chr6	-	152347058	152347235	152350167	152350335	152344080	152344227	152350617	152350770
2058	"ENSG00000156958.14"	"GALK2"	chr15	+	49225204	49225349	49235624	49235739	49217189	49217313	49235850	49235941
2059	"ENSG00000145819.16"	"ARHGAP26"	chr5	+	143207197	143207308	143207382	143207473	143147230	143147381	143213996	143214088
2060	"ENSG00000256269.7"	"HMBS"	chr11	+	119091412	119091526	119091860	119091874	119090189	119090265	119092403	119092523
2061	"ENSG00000256269.7"	"HMBS"	chr11	+	119092124	119092163	119092403	119092523	119091412	119091526	119092757	119092811
2062	"ENSG00000156113.22"	"KCNMA1"	chr10	-	76974486	76974573	77001406	77001580	76969973	76970067	77008184	77008193
2063	"ENSG00000156113.22"	"KCNMA1"	chr10	-	76974486	76974573	77001406	77001580	76969973	76970067	77011966	77012043
2064	"ENSG00000156113.22"	"KCNMA1"	chr10	-	76974486	76974573	77008184	77008193	76969973	76970067	77011966	77012043
2065	"ENSG00000156113.22"	"KCNMA1"	chr10	-	76977542	76977638	77008184	77008193	76974486	76974573	77011966	77012043
2066	"ENSG00000156113.22"	"KCNMA1"	chr10	-	77001406	77001580	77008184	77008193	76969973	76970067	77011966	77012043
2067	"ENSG00000156113.22"	"KCNMA1"	chr10	-	77108285	77108377	77108480	77108572	77090399	77090510	77110172	77110343
2068	"ENSG00000156113.22"	"KCNMA1"	chr10	-	77217482	77217558	77249564	77249679	77184822	77184916	77251194	77251256
2069	"ENSG00000149532.15"	"CPSF7"	chr11	-	61421053	61421127	61421191	61421257	61420469	61420573	61421389	61421608
2070	"ENSG00000149532.15"	"CPSF7"	chr11	-	61421053	61421130	61421191	61421257	61420469	61420573	61421389	61421608
2071	"ENSG00000011347.9"	"SYT7"	chr11	-	61546030	61546255	61547176	61547308	61532988	61533124	61551383	61551463
2072	"ENSG00000011347.9"	"SYT7"	chr11	-	61546030	61546255	61546534	61546659	61542210	61542579	61547176	61547308
2073	"ENSG00000185345.19"	"PARK2"	chr6	-	162054090	162054174	162201130	162201252	161973301	161973417	162262524	162262765
2074	"ENSG00000185345.19"	"PARK2"	chr6	-	162201130	162201252	162262524	162262765	162054090	162054174	162443309	162443473
2075	"ENSG00000185345.19"	"PARK2"	chr6	-	162262524	162262765	162443309	162443473	162201130	162201252	162727661	162727668
2076	"ENSG00000168002.11"	"POLR2G"	chr11	+	62762541	62762866	62762866	62763026	62761794	62761904	62765181	62765232
2077	"ENSG00000149809.14"	"TM7SF2"	chr11	+	65112810	65112865	65113219	65113414	65112514	65112711	65113490	65113594
2078	"ENSG00000149809.14"	"TM7SF2"	chr11	+	65112810	65112865	65113368	65113414	65112514	65112711	65113490	65113594
2079	"ENSG00000149809.14"	"TM7SF2"	chr11	+	65113219	65113414	65113490	65113594	65112810	65112865	65114712	65114832
2080	"ENSG00000137713.15"	"PPP2R1B"	chr11	-	111760818	111761051	111761118	111761291	111759803	111759951	111764804	111764905
2081	"ENSG00000173039.18"	"RELA"	chr11	-	65660123	65660215	65661686	65661835	65659665	65659797	65661936	65662088
2082	"ENSG00000173039.18"	"RELA"	chr11	-	65661686	65661835	65661936	65662088	65660123	65660215	65662178	65662205
2083	"ENSG00000111358.13"	"GTF2H3"	chr12	+	123659429	123659475	123659515	123659584	123655770	123655824	123659794	123659930
2084	"ENSG00000131626.17"	"PPFIA1"	chr11	+	70349922	70350039	70350993	70351023	70348188	70348420	70354300	70354452
2085	"ENSG00000132677.12"	"RHBG"	chr1	+	156371181	156371254	156374606	156374729	156369211	156369436	156377300	156377487
2086	"ENSG00000137497.17"	"NUMA1"	chr11	-	72049418	72049539	72050661	72050833	72035901	72035975	72069841	72069911
2087	"ENSG00000137497.17"	"NUMA1"	chr11	-	72049418	72049539	72062588	72062686	72035901	72035975	72069841	72069911
2088	"ENSG00000137497.17"	"NUMA1"	chr11	-	72049418	72049539	72068078	72068231	72035901	72035975	72069841	72069911
2089	"ENSG00000137497.17"	"NUMA1"	chr11	-	72049418	72049539	72068495	72068617	72035901	72035975	72069841	72069911
2090	"ENSG00000137497.17"	"NUMA1"	chr11	-	72050661	72050833	72062588	72062686	72035901	72035975	72069841	72069911
2091	"ENSG00000137497.17"	"NUMA1"	chr11	-	72050661	72050833	72068078	72068231	72035901	72035975	72069841	72069911
2092	"ENSG00000137497.17"	"NUMA1"	chr11	-	72050661	72050833	72068495	72068617	72035901	72035975	72069841	72069911
2093	"ENSG00000137497.17"	"NUMA1"	chr11	-	72062588	72062686	72068078	72068231	72035901	72035975	72069841	72069911
2094	"ENSG00000137497.17"	"NUMA1"	chr11	-	72062588	72062686	72068495	72068617	72035901	72035975	72069841	72069911
2095	"ENSG00000137497.17"	"NUMA1"	chr11	-	72068078	72068231	72068495	72068617	72035901	72035975	72069841	72069911
2096	"ENSG00000175582.19"	"RAB6A"	chr11	-	73718612	73718718	73718784	73718890	73716250	73716362	73720845	73720899
2097	"ENSG00000175581.13"	"MRPL48"	chr11	+	73808312	73808350	73825707	73825796	73805026	73805079	73844806	73844976
2098	"ENSG00000175581.13"	"MRPL48"	chr11	+	73817822	73817947	73823012	73823070	73808312	73808350	73825707	73825796
2099	"ENSG00000175581.13"	"MRPL48"	chr11	+	73825707	73825796	73844806	73844976	73808312	73808350	73863171	73863261
2100	"ENSG00000182050.13"	"MGAT4C"	chr12	-	86022448	86022544	86028087	86028207	85989399	85989552	86049673	86049723
2101	"ENSG00000182050.13"	"MGAT4C"	chr12	-	86022448	86022544	86028103	86028204	85989399	85989552	86049673	86049723
2102	"ENSG00000188732.10"	"FAM221A"	chr7	+	23692182	23692253	23698191	23698299	23691389	23691596	23700785	23700868
2103	"ENSG00000078124.11"	"ACER3"	chr11	+	76958978	76959031	76959076	76959200	76926556	76926667	76976288	76976341
2104	"ENSG00000171204.12"	"TMEM126B"	chr11	+	85629131	85629203	85631144	85631316	85628596	85628688	85631686	85631808
2105	"ENSG00000171204.12"	"TMEM126B"	chr11	+	85629131	85629262	85631144	85631316	85628592	85628688	85631686	85631808
2106	"ENSG00000042429.11"	"MED17"	chr11	+	93797534	93797719	93801834	93801972	93796409	93796540	93807517	93807635
2107	"ENSG00000042429.11"	"MED17"	chr11	+	93801834	93801972	93807517	93807635	93797534	93797719	93809716	93809876
2108	"ENSG00000042429.11"	"MED17"	chr11	+	93807517	93807635	93809716	93809876	93801834	93801972	93811852	93812378
2109	"ENSG00000087053.18"	"MTMR2"	chr11	-	95882373	95882496	95887611	95887684	95866402	95866486	95888155	95888261
2110	"ENSG00000137757.10"	"CASP5"	chr11	-	105003273	105003383	105007082	105007334	105002027	105002201	105023129	105023136
2111	"ENSG00000108231.12"	"LGI1"	chr10	+	93780281	93780332	93782742	93783043	93777545	93777617	93790098	93790170
2112	"ENSG00000122008.15"	"POLK"	chr5	+	75590343	75590440	75593877	75594049	75587025	75587058	75596221	75597178
2113	"ENSG00000086848.14"	"ALG9"	chr11	-	111853648	111853736	111857601	111857737	111853379	111853485	111860546	111860635
2114	"ENSG00000150782.11"	"IL18"	chr11	-	112150996	112151072	112153591	112153603	112150071	112150206	112154974	112155061
2115	"ENSG00000149294.16"	"NCAM1"	chr11	+	113236300	113236315	113246367	113246370	113235032	113235164	113255876	113256001
2116	"ENSG00000149294.16"	"NCAM1"	chr11	+	113242804	113242846	113246367	113246370	113240785	113240833	113255876	113256001
2117	"ENSG00000205581.10"	"HMGN1"	chr21	-	39345829	39345958	39347246	39347292	39345145	39345274	39347378	39347483
2118	"ENSG00000205581.10"	"HMGN1"	chr21	-	39345829	39345958	39347246	39347292	39345145	39345274	39348291	39348339
2119	"ENSG00000205581.10"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347478	39345145	39345274	39348291	39348339
2120	"ENSG00000205581.10"	"HMGN1"	chr21	-	39345829	39345958	39347378	39347483	39345145	39345274	39348291	39348339
2121	"ENSG00000205581.10"	"HMGN1"	chr21	-	39347246	39347292	39347378	39347478	39345145	39345274	39348291	39348339
2122	"ENSG00000205581.10"	"HMGN1"	chr21	-	39347246	39347292	39347378	39347483	39345145	39345274	39348291	39348339
2123	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127189909	127189982	127191661	127191847	127188044	127188115	127197474	127197564
2124	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127189909	127189982	127191665	127191847	127188044	127188115	127197474	127197564
2125	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127189909	127189982	127197474	127197564	127188044	127188115	127202041	127202152
2126	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127189909	127189982	127197474	127197564	127188044	127188115	127203162	127203220
2127	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127189909	127189982	127202041	127202152	127188044	127188115	127203162	127203220
2128	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127197474	127197564	127202041	127202152	127174189	127174364	127203162	127203220
2129	"ENSG00000254166.2"	"RP11-255B23.3"	chr8	-	127197474	127197564	127202041	127202152	127188044	127188115	127203162	127203220
2130	"ENSG00000126226.21"	"PCID2"	chr13	-	113185484	113185560	113190871	113190975	113184345	113184487	113195070	113195125
2131	"ENSG00000137648.17"	"TMPRSS4"	chr11	+	118098984	118099098	118103100	118103253	118094821	118094855	118104690	118104820
2132	"ENSG00000149582.15"	"TMEM25"	chr11	+	118532149	118532461	118532916	118533207	118531774	118531871	118533856	118533887
2133	"ENSG00000100461.17"	"RBM23"	chr14	-	22908332	22908380	22909482	22909595	22906194	22906368	22911327	22911403
2134	"ENSG00000100461.17"	"RBM23"	chr14	-	22911785	22911903	22913723	22913821	22911327	22911403	22918998	22919149
2135	"ENSG00000100461.17"	"RBM23"	chr14	-	22911785	22911903	22913723	22913845	22911327	22911403	22918998	22919149
2136	"ENSG00000100461.17"	"RBM23"	chr14	-	22911785	22911903	22917027	22917166	22911327	22911403	22918998	22919149
2137	"ENSG00000100461.17"	"RBM23"	chr14	-	22913723	22913821	22917027	22917166	22911327	22911403	22918998	22919149
2138	"ENSG00000100461.17"	"RBM23"	chr14	-	22913723	22913845	22917027	22917166	22911327	22911403	22918998	22919149
2139	"ENSG00000144840.8"	"RABL3"	chr3	-	120694152	120694224	120698422	120698573	120690448	120690487	120705999	120706114
2140	"ENSG00000154134.14"	"ROBO3"	chr11	+	124877160	124877184	124877284	124877309	124876841	124876932	124877518	124877658
2141	"ENSG00000123329.17"	"ARHGAP9"	chr12	-	57474041	57474176	57474422	57474476	57473602	57473708	57474625	57474703
2142	"ENSG00000040341.17"	"STAU2"	chr8	-	73688653	73688813	73709031	73709177	73673106	73673242	73738283	73738349
2143	"ENSG00000040341.17"	"STAU2"	chr8	-	73697307	73697442	73709031	73709162	73688653	73688813	73738283	73738349
2144	"ENSG00000040341.17"	"STAU2"	chr8	-	73697307	73697442	73709031	73709177	73688653	73688813	73738283	73738349
2145	"ENSG00000165495.15"	"PKNOX2"	chr11	+	125331818	125331925	125351283	125351392	125235044	125235115	125367845	125367985
2146	"ENSG00000165495.15"	"PKNOX2"	chr11	+	125351283	125351392	125367845	125367985	125331818	125331925	125385550	125385722
2147	"ENSG00000111247.14"	"RAD51AP1"	chr12	+	4545218	4545312	4545781	4545832	4543762	4543904	4546308	4546418
2148	"ENSG00000010219.13"	"DYRK4"	chr12	+	4573329	4573356	4580823	4580977	4567954	4568048	4588936	4589017
2149	"ENSG00000047617.14"	"ANO2"	chr12	-	5836777	5836780	5851956	5851959	5832451	5832603	5854042	5854141
2150	"ENSG00000173262.11"	"SLC2A14"	chr12	-	7839716	7839920	7863368	7863457	7832721	7832814	7869862	7869937
2151	"ENSG00000120265.16"	"PCMT1"	chr6	+	149772013	149772247	149772554	149772684	149771161	149771266	149773137	149773169
2152	"ENSG00000120265.16"	"PCMT1"	chr6	+	149772047	149772247	149772554	149772684	149771161	149771266	149773137	149773169
2153	"ENSG00000150045.11"	"KLRF1"	chr12	+	9833302	9833452	9841811	9841951	9832315	9832414	9842320	9842433
2154	"ENSG00000237298.9"	"AC009948.3"	chr2	+	178529284	178529336	178531313	178531578	178528739	178528813	178535731	178535828
2155	"ENSG00000237298.9"	"AC009948.3"	chr2	+	178535731	178535828	178537603	178537691	178523291	178523636	178597595	178597681
2156	"ENSG00000237298.9"	"AC009948.3"	chr2	+	178536333	178536462	178537360	178537447	178535731	178535828	178537603	178537691
2157	"ENSG00000237298.9"	"AC009948.3"	chr2	+	178583523	178583648	178591138	178591314	178528739	178528813	178597595	178597681
2158	"ENSG00000062485.18"	"CS"	chr12	-	56283791	56283857	56285915	56286023	56282859	56282991	56286594	56286645
2159	"ENSG00000062485.18"	"CS"	chr12	-	56291630	56291793	56298608	56298691	56286594	56286645	56300159	56300391
2160	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21234768	21234831	21236372	21236460	21233952	21234229	21263310	21263336
2161	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21234768	21234831	21262600	21262768	21233952	21234229	21263310	21263336
2162	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21236372	21236460	21262600	21262768	21233952	21234229	21263310	21263336
2163	"ENSG00000084453.16"	"SLCO1A2"	chr12	-	21314548	21314681	21318781	21318923	21306881	21306988	21334587	21334704
2164	"ENSG00000111731.12"	"C2CD5"	chr12	-	22517985	22518137	22519114	22519239	22513293	22513379	22523425	22523624
2165	"ENSG00000197826.11"	"C4orf22"	chr4	+	80608332	80608383	80639717	80639835	80583092	80583183	80869992	80870135
2166	"ENSG00000185499.16"	"MUC1"	chr1	-	155187454	155187544	155187721	155187858	155187224	155187374	155188007	155188063
2167	"ENSG00000185499.16"	"MUC1"	chr1	-	155187454	155187544	155188162	155188231	155187224	155187374	155192182	155192310
2168	"ENSG00000185499.16"	"MUC1"	chr1	-	155187454	155187576	155187721	155187858	155187224	155187374	155188007	155188063
2169	"ENSG00000185499.16"	"MUC1"	chr1	-	155187721	155187858	155188007	155188063	155187454	155187576	155188162	155188212
2170	"ENSG00000185499.16"	"MUC1"	chr1	-	155188007	155188054	155188162	155188212	155187721	155187858	155192182	155192283
2171	"ENSG00000185499.16"	"MUC1"	chr1	-	155188007	155188063	155188162	155188212	155187721	155187858	155192182	155192310
2172	"ENSG00000139132.14"	"FGD4"	chr12	+	32576265	32576449	32581959	32582467	32564136	32564289	32598496	32598586
2173	"ENSG00000100678.18"	"SLC8A3"	chr14	-	70060835	70060939	70063822	70063929	70055795	70055813	70166638	70168484
2174	"ENSG00000125814.17"	"NAPB"	chr20	-	23395138	23395185	23397071	23397188	23394921	23394999	23402992	23403072
2175	"ENSG00000074803.18"	"SLC12A1"	chr15	+	48226475	48226571	48227078	48227174	48220920	48220996	48229188	48229328
2176	"ENSG00000074603.18"	"DPP8"	chr15	-	65454262	65454415	65456224	65456371	65451959	65452102	65463760	65463906
2177	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88568038	88568153	88571083	88571124	88563650	88563693	88572029	88572225
2178	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88577984	88578140	88596733	88596808	88575839	88575940	88601923	88602083
2179	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88577984	88578140	88596733	88596808	88575839	88575940	88607242	88607363
2180	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49741956	49742280	49743416	49743565	49741556	49741611	49752463	49752549
2181	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49742437	49742607	49744412	49744542	49741956	49742115	49752463	49752549
2182	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49742437	49742607	49749617	49749856	49741956	49742115	49752463	49752549
2183	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49744412	49744542	49749617	49749856	49741956	49742115	49752463	49752549
2184	"ENSG00000161800.12"	"RACGAP1"	chr12	-	50018515	50018589	50019743	50019806	50016630	50016719	50021061	50021177
2185	"ENSG00000110911.15"	"SLC11A2"	chr12	-	51008475	51008544	51008585	51008624	51005310	51005436	51010694	51010766
2186	"ENSG00000050426.15"	"LETMD1"	chr12	+	51052091	51052207	51053777	51053860	51049033	51049185	51055834	51056021
2187	"ENSG00000050426.15"	"LETMD1"	chr12	+	51052091	51052207	51053811	51053860	51049033	51049185	51055834	51056021
2188	"ENSG00000050426.15"	"LETMD1"	chr12	+	51052091	51052207	51056143	51056245	51049033	51049185	51056349	51056502
2189	"ENSG00000050426.15"	"LETMD1"	chr12	+	51053777	51053860	51055986	51056021	51049033	51049185	51056143	51056245
2190	"ENSG00000196876.15"	"SCN8A"	chr12	+	51688757	51688849	51689004	51689096	51687090	51687219	51699569	51699791
2191	"ENSG00000139626.15"	"ITGB7"	chr12	-	53200242	53200446	53201071	53201194	53197749	53197951	53207201	53207251
2192	"ENSG00000135446.16"	"CDK4"	chr12	-	57750441	57750563	57750655	57750765	57749453	57749504	57750922	57751090
2193	"ENSG00000135447.16"	"PPP1R1A"	chr12	-	54581975	54582131	54582731	54582795	54580943	54581050	54583210	54583248
2194	"ENSG00000232354.8"	"RP11-219I21.2"	chr3	-	42516781	42516836	42521313	42521372	42512057	42512311	42528548	42528658
2195	"ENSG00000232354.8"	"RP11-219I21.2"	chr3	-	42519250	42519339	42519388	42519452	42516781	42516836	42521313	42521372
2196	"ENSG00000232354.8"	"RP11-219I21.2"	chr3	-	42519250	42519339	42519388	42519509	42516781	42516836	42521313	42521372
2197	"ENSG00000135424.15"	"ITGA7"	chr12	-	55699869	55699989	55700261	55700393	55698709	55698917	55700898	55701154
2198	"ENSG00000065357.19"	"DGKA"	chr12	+	55938510	55938560	55938637	55938698	55937977	55938052	55938914	55938989
2199	"ENSG00000111540.15"	"RAB5B"	chr12	+	55989946	55990098	55990681	55990804	55986868	55987123	55991359	55991453
